article_id,title,article_type,url
860475a2cbc65c226ecf08729d0430584e46f35f23a3e10bb5500c2c4ad09168,Wix Events: About the Event Details and Registration Form Pages,article,https://support.wix.com/en/article/wix-events-about-the-event-details-and-registration-form-pages
913665765c35232f5bf39d0cb66755f744e4397a0b1b273f2c3570f18e623366,Wix Restaurants Request: Changing the Alignment of Your Menus,feature_request,https://support.wix.com/en/article/wix-restaurants-request-changing-the-alignment-of-your-menus
00beb4e23da4af13aa39f82ce6474eb7728d7d63c92ef0599861a2f06ed27d45,Accessing and Reviewing Data From Your Wix Account and Sites,article,https://support.wix.com/en/article/accessing-and-reviewing-data-from-your-wix-account-and-sites
7ca649496753c30bc3249e7e51315e01e9f245292f0b093b481f27fe1092f383,Adding Pinterest Content to Your Site,article,https://support.wix.com/en/article/adding-pinterest-content-to-your-site
f3ec5a01f586ef98e3dfcc1590adb422f6e199d01d85c8a17938989df2b2e87f,ADI: Customizing Your Site's Colors,article,https://support.wix.com/en/article/adi-customizing-your-sites-colors
b9b7b497ff870838ab517ad00bd7f3d3fb8c3261907169f79a159319fb7ce2fc,ADI Request: Uploading Your Fonts to ADI,feature_request,https://support.wix.com/en/article/adi-request-uploading-your-fonts-to-adi
a338afcdc4dee2ad9d409d569e44b78ec960ff9251856cb739eca0d8cca170a1,Connecting or Transferring a Domain Purchased Elsewhere to Your Wix Account,article,https://support.wix.com/en/article/connecting-a-domain-purchased-elsewhere
8c2e56296ddb7b441238ff06cfa9b38204aca9e27371386689b1fa4643cdfbff,Google Workspace: Setting Up Additional Workspace Users from Wix,article,https://support.wix.com/en/article/google-workspace-setting-up-additional-workspace-users-from-wix
e5665776e16333115ce5f4da83d8fe84a2ec545efdab0e4fda2f3e9f844fdcf1,Marking Rooms as 'Not Available' in Wix Hotels,article,https://support.wix.com/en/article/marking-rooms-as-not-available-in-wix-hotels
557f71d42bcc7f1621eb9348eb067092bb1b7742981bbf5617508122cae35877,Pricing Plans: Making Site Pages Members-Only,article,https://support.wix.com/en/article/pricing-plans-making-site-pages-members-only
04f684ec2df8a8ca719046862cab8511b162d9b3ab6d5f1aea3c92c5120d8a7f,Studio Editor: Understanding How Clients Edit Their Site,article,https://support.wix.com/en/article/studio-editor-understanding-how-clients-edit-their-site
7202c9e144088d494e40f721a0f54c9f9745ebeed95c83dffba1c040aa3ce234,Wix Analytics Sales Forecast,article,https://support.wix.com/en/article/wix-analytics-sales-forecast
cb2ea0ecc46480ea36b2a103e7a766f9021b66e37b45fc7fe98c1e661633586e,Wix Blocks Request: Connecting Properties Between Widgets,feature_request,https://support.wix.com/en/article/wix-blocks-request-connecting-properties-between-widgets
3b16742fe1acae0d1cd9cfa2b3abdf4697689afeb894613955c8e7354adfd434,Wix Blog: Promoting Your Published Post,article,https://support.wix.com/en/article/wix-blog-promoting-your-published-post
ac14e276612e3cbadea24b4215d00b226b2f4d23ed056b603d7a430dcaaa9e30,Wix Bookings: Adding a 'Book' Button to Facebook,article,https://support.wix.com/en/article/wix-bookings-adding-a-book-button-to-facebook
7a2109a7643cefe52eaad4779d868dd6fc845b8ab32bc8f131c4c63d53cb7456,Wix Editor: Changing Your Og:Image,article,https://support.wix.com/en/article/wix-editor-changing-your-ogimage
be8f488cde5a1ed4c46d21398144c082d689a03c700094b17d1c9ebb1ee6902e,Wix Editor: Unable to Select an Element,article,https://support.wix.com/en/article/wix-editor-unable-to-select-an-element
cf3aa9e503d4dd0a91ff1d8e9595ff4b70c9601cd36263b291bbc3d88afdda19,Wix Editor: Using the Editor Tools,article,https://support.wix.com/en/article/wix-editor-using-the-editor-tools
eafef492570b42f75840d9b3c1f19aae4946d509f1e4d13d3b57b209fc6f99a8,Wix Forum: Creating a Members-Only Category,article,https://support.wix.com/en/article/wix-forum-creating-a-members-only-category
413bd79c47198161a4cea97ac6ee30a095debe14be9054a9232a5fa58d27807c,Wix Mobile Apps: Setting Viewing Permissions for Your Members,article,https://support.wix.com/en/article/wix-mobile-apps-setting-viewing-permissions-for-your-members
88593cd5573588e6ae95c3c7eb0d3cf0bee78db7b4bb85590e106ac1a992d7fe,Wix Payments: Adding Tap to Pay on Mobile as a Payment Method,article,https://support.wix.com/en/article/wix-payments-adding-tap-to-pay-on-mobile-as-a-payment-method
e6a2c5538c52ad8ecacdb3e12af974aa727c35666f52927c34c622ee7c01963b,Wix Restaurants: Using Pinpointing for Customer Addresses in Online Ordering,article,https://support.wix.com/en/article/wix-restaurants-using-pinpointing-for-customer-addresses-in-online-ordering
4c9dbac07f7897e15a34e3a3b60bb6c7805ec9a08ec21341df16f3af3e4b37ba,Wix Retail POS: Managing Your Customer List,article,https://support.wix.com/en/article/wix-retail-pos-managing-your-customer-list
bb8b741119a897cab55d7549b0eacac692489ed00739dc391f3c190127206acd,Wix Stores: Customizing the Quick View in the Product Gallery,article,https://support.wix.com/en/article/wix-stores-customizing-the-quick-view-in-the-product-gallery
f9469bcbd27b05a6461423a95950dcc7c4e47eaf1a40c26016fff3b4d036e59e,Wix Stores: Offering Customers a Choice of Delivery Options,article,https://support.wix.com/en/article/wix-stores-offering-customers-a-choice-of-delivery-options
2d6c5e49d5051a7fb368a1e7cc7e9bbf295b8b36eb92d698aa30b5479b1df261,Wix Stores Request: Ability to Create over 1000 Product Variants,feature_request,https://support.wix.com/en/article/wix-stores-request-ability-to-create-over-1000-product-variants
1864946dcdfe06e8e770c6c5a8f179c6d1c397f4989a2bd6374d729d17a27467,Wix Stores Request: Adding TikTok as a Sales Channel,feature_request,https://support.wix.com/en/article/wix-stores-request-adding-tiktok-as-a-sales-channel
71d9674c8b58e96852c91a200c6d5ffcffd85013c136e832686c14fff2ed77f8,Wix Video Request: Editing the 'Coming Soon' Message,feature_request,https://support.wix.com/en/article/wix-video-request-editing-the-coming-soon-message
80666a064eba7fa81b643e869f7f45ef85fb34cf393d91264afd701fb56915f1,ADI Request: Adding a Survey to Your Site,feature_request,https://support.wix.com/en/article/adi-request-adding-a-survey-to-your-site
136481209a1fed4a24681907c59f92fd83b49fa5c93ea3da2ae34e7bcbbf0e7c,Wix Bookings: ﻿Changing the Assigned Staff Member of Scheduled Sessions,article,https://support.wix.com/en/article/assigning-a-staff-member-to-a-class-in-wix-bookings
24d802d558f765b03a18e3b69693d82eabc2f2fa45535f28209ea2a5fe01fdab,CMS: About User Input Elements,article,https://support.wix.com/en/article/cms-about-user-input-elements
9a2980d43c9056ba89ee8868cccb34c541f2efda1855ed13e8633f2da03ca1bc,CMS: Previewing Dynamic Pages,article,https://support.wix.com/en/article/cms-previewing-dynamic-pages
f2d1f7c5930ef16c3048e5e0da3dfafd1a2e251056941e0975eb7329ef94ff92,Connecting airpay as a Payment Provider,article,https://support.wix.com/en/article/connecting-airpay-as-a-payment-provider
024cb1a218655968a0673fa0b7e96a97004fbce30f6d2426b989ccfcc8fc1812,Editor X: A Guided Tour,article,https://support.wix.com/en/article/editor-x-a-guided-tour
72ef835a970c2dd1dce89f00eff8051c31236791d491e52ddb70930a41938eb7,Pricing Plans: Canceling Client Plans,article,https://support.wix.com/en/article/pricing-plans-canceling-client-plans
459ef3f723696d7a44ce436849e5acd5448edfe141db0875d1fc88520b1b3818,Recommended Apps for Restaurant Owners,article,https://support.wix.com/en/article/recommended-apps-for-restaurant-owners
6f6a48c3388ed8dee0193fa9945dc18aa947b7984273fa033f4efc87d14ccc6c,Request: Moderating Shared Gallery Files Before Publishing,feature_request,https://support.wix.com/en/article/request-moderating-shared-gallery-files-before-publishing
a5b47ebeb8fead6a1c8f852a9afac48dc19e260280e7b4aedd8f639a6f5fbb33,Request: Using allpago as a Payment Provider,feature_request,https://support.wix.com/en/article/request-using-allpago-as-a-payment-provider
db730f693d2fb5a814b33ffaa88a7e114b52ca5f3b769479e6cdd7edf66b4832,Site Members: Customizing the Member Menu,article,https://support.wix.com/en/article/site-members-customizing-the-member-menu
6af2cf8c23f9ed54314d3747d54a6c9665d101df0b2ee928fbad9a41ecca8cee,Site Members: Members Reporting Other Members,article,https://support.wix.com/en/article/site-members-members-reporting-other-members
d5caef904b19f5ea324e5c0213f6fbd9c5a75240ca147d5b3b6c7c68e8ced362,Studio Editor Request: Creating Breakpoints that Apply to the Entire Site,feature_request,https://support.wix.com/en/article/studio-editor-request-creating-breakpoints-that-apply-to-the-entire-site
89e87fe5be83d93a505baddb7c9a9b31e8ff9462d847e2ffd5f525623548067d,Third-Party Apps: Apps Removed from the Wix App Market,article,https://support.wix.com/en/article/third-party-apps-apps-removed-from-the-wix-app-market
b9eca8c0fd5b9409d2ee3aefb121305de672dc1b64b0ceccff73b434f262d0b8,Wix Video: Understanding Wix Analytics Reports,article,https://support.wix.com/en/article/understanding-wix-video-analytics-reports
2d70240cb2732aac705b9a677ff29530c3ff5584e077eeffb2b58648dc50135b,Wix Payments: Understanding Your Payments Table,article,https://support.wix.com/en/article/understanding-your-wix-payments-transaction-table
d510984d9e89f6e70a7b1a7a085e8f6336384fb5d7e472128bc2506f25e08bdf,Wix Analytics: FAQs,article,https://support.wix.com/en/article/wix-analytics-faqs
73078c0c8d4bd2fae4ff32052647e4bcadbc5b947db73792597415c11fe3c69d,Wix Bookings Request: Adding More than One Wix Bookings App to Your Site,feature_request,https://support.wix.com/en/article/wix-bookings-request-adding-more-than-one-wix-bookings-app-to-your-site
b5ca394009ddfcee9cdb58aa7454d0a7604f1fae2c25ba2a6120af25039ac970,Wix Editor: About Advanced Menus,article,https://support.wix.com/en/article/wix-editor-about-advanced-menus
1b3576560308047b4da6d139c7a2b7fae34e1e33a4b4f76f3d27d9f755a8bbfd,Wix Editor: Customizing Your Member Login Bar on Your Mobile Site,article,https://support.wix.com/en/article/wix-editor-customizing-your-member-login-bar-on-your-mobile-site
5e4aa510212a69c609fe948002c96bfc5851a3eb0c6e6b1cd7b63db3a5a39542,Wix Editor Request: Using Photoshop with Wix Sites,feature_request,https://support.wix.com/en/article/wix-editor-request-using-photoshop-with-wix-sites
6adbf266772666873f6c1e8030fb90c4586ea0a45f02cd9404ed4f5c40a8c2b6,Wix Editor Request: Viewing Mobile Site History,feature_request,https://support.wix.com/en/article/wix-editor-request-viewing-mobile-site-history
ef3dab0391b1149ecee1b0cb3b75d8d84c09cc8843dfb0bdcdb24a29311cb5e0,"Wix Editor: Uploading Documents (.pdf, .doc, .xls etc)",article,https://support.wix.com/en/article/wix-editor-uploading-documents-pdf-doc-xls-etc
cfd6e8ee4eae86cec205528d5ff0474f9f02f6c468645b2b81d87f975e31de2b,Wix Events Request: Integration with Wix Restaurants,feature_request,https://support.wix.com/en/article/wix-events-request-integration-with-wix-restaurants
d5b4ed3fcd8c4f7fc99ba981e23d59b7b87e0621f4344eabe7514f1d6849981d,Wix Logo: Uploading Your Own Images to the Wix Logo Maker,article,https://support.wix.com/en/article/wix-logo-uploading-your-own-images-to-the-wix-logo-maker
06c84b3fcfb7d662914a9593529c29b718c0f02ebd22e03e076983cece302bdb,Wix Media: Downloading Files from the Media Manager,article,https://support.wix.com/en/article/wix-media-downloading-files-from-the-media-manager
286dfb9cecdc287fab36ae371709801ca18bba3e672601130a7c2bc0629e1bcd,Wix Payments: Adding Apple Pay as a Payment Method,article,https://support.wix.com/en/article/wix-payments-adding-apple-pay-as-a-payment-method
979f144196e3ef251cb760ab3aadc4200e64bb4e0ec35c2c6e98fc41f82a3d01,Wix Photo Albums: Managing Your Photo Album,article,https://support.wix.com/en/article/wix-photo-albums-managing-your-photo-album
3f8e02cf7580778743a13d2b80a8df51ac378838e31f91c642546fc9f08e087d,Wix Restaurants: Compatible Thermal Printers for Online Orders (New),article,https://support.wix.com/en/article/wix-restaurants-compatible-thermal-printers-for-online-orders-new
f7dffd2675edffc3b65e4dabb9a5a676626987bb41a060e84763631abad871d7,Wix Retail POS: Managing Tax Collection,article,https://support.wix.com/en/article/wix-retail-pos-managing-tax-collection-in-your-store
d0a9d4f19233a26e6922f1db7bb03adb0b53baa85e74be463dd0f0123cefda23,Wix Retail POS: Managing Your Sales History,article,https://support.wix.com/en/article/wix-retail-pos-managing-your-sales-history
fbb9268dcffbc324cc291a536e5320ce948d23e39a78eba0230ac4484a98fe52,Wix Stores: Fulfilling Subscriptions,article,https://support.wix.com/en/article/wix-stores-fulfilling-subscriptions
be60ed7afa680b69eb06b78b9c9e79fcb1ec2d176ff36563feb2e51da35ea478,Wix Stores Request: Adding Etsy as a Sales Channel,feature_request,https://support.wix.com/en/article/wix-stores-request-adding-etsy-as-a-sales-channel
8b844e575dfbbe9cc17dab31456f751b5ac43fcc49d16617381ac34816d22890,Wix Stores Request: Manually Selecting Related Products,feature_request,https://support.wix.com/en/article/wix-stores-request-manually-selecting-related-products
5000803d044e4f234dfc6d94eb1ef08825f53ff4e42a53ebe8b5c0d396e8cdea,CMS: Adding and Setting Up a Range Slider,article,https://support.wix.com/en/article/cms-adding-and-setting-up-a-range-slider
f29f8d0ada955acb2d2c1e0b80252601eb74c7ffe5be677a22be4bc6fc7314e5,Creating and Managing Albums in the Shared Gallery App,article,https://support.wix.com/en/article/creating-and-managing-albums-in-the-shared-gallery-app
fbd43cb7f5af16f40fbc4c872b09121f3c3628f52a21c60f961efc1f8492e364,Desktop POS Request: Searching for Product Variants by SKU,feature_request,https://support.wix.com/en/article/desktop-pos-request-searching-for-product-variants-by-sku
06d62ed5bdbe3f51f4644de6e1b180dad7ac71dae6f36946d3b8cc41e8a97ee8,Editor X: Using Repeaters,article,https://support.wix.com/en/article/editor-x-using-repeaters
0b18e27614c5284540ae12f9d83fd60b5c10e27b1fd6ca114165ebb76182b96c,Online Programs: General Troubleshooting,article,https://support.wix.com/en/article/online-programs-troubleshooting-online-programs
62b26d2236aba83295c706d5285e063a5fa09be6fc2d892d642540a04b1c4d85,Wix Payments: Receiving Your First Payout,article,https://support.wix.com/en/article/receiving-your-first-payout-in-wix-payments
1020544b12d320df9e566001cc8deb3b844018d9a80d96b7d0e32004edbd18bf,Request: Accessing Your Billing Information From a Mobile Device,feature_request,https://support.wix.com/en/article/request-accessing-your-billing-information-from-a-mobile-device
6c2d6600e1c47a3b461b45ffaeb1d721166ffe6e29a6c7e97404631167df1605,Studio Editor Request: Publishing Specific Pages of a Site,feature_request,https://support.wix.com/en/article/studio-editor-request-publishing-specific-pages-of-a-site
1774dd24210bf0209cc6efe295f7651b33147a8561c6d357e4b0dd1a034c73a2,Wix Audio Request: Hiding the Titles in Your Wix Music Player,feature_request,https://support.wix.com/en/article/wix-audio-request-hiding-the-titles-in-your-wix-music-player
b9c905d1e88bb90f402fa95bc6c75a2d712e2b6125a2309a7f8151e705e87a0c,Wix Automations: Sending Data to Google Sheets,article,https://support.wix.com/en/article/wix-automations-sending-data-to-google-sheets
6c95c38d8ea0a014782a6c036c7cfac9fa2e8c4c518b866b07a0d574bd5f7a47,Wix Blog: Adding Alt Text to an Image or GIF to a Blog Post,article,https://support.wix.com/en/article/wix-blog-adding-alt-text-to-an-image-or-gif-to-a-blog-post
4a0ad490598d22ccad387dbe03ff35f08aae8d8e9fdeaac541f541eb5cde6d25,Wix Bookings Request: Adding Different Types of Fields to the Wix Booking Form,feature_request,https://support.wix.com/en/article/wix-bookings-request-adding-different-types-of-fields-to-the-wix-booking-form
376b35b441c2b3716d1543444b6e78bd3b012852e7e45be6671c81cfadfb7e42,Wix Chat: Customizing the Chat Icon on Your Mobile Site,article,https://support.wix.com/en/article/wix-chat-customizing-the-chat-icon-on-your-mobile-site
e5d34e889ceed8d650b9872c0a28358a3c79bfb379582e91f2ab1260fe7a63df,Wix Editor: Creating a Landing Page (E.g. 'Coming Soon' Page),article,https://support.wix.com/en/article/wix-editor-creating-a-landing-page-eg-coming-soon-page
c9cab5ff65ad14318d4ae62e97d2f45f989c23fbf31a1f70a5ebca05c0ae4b72,Wix Editor: Grouping and Ungrouping Elements,article,https://support.wix.com/en/article/wix-editor-grouping-and-ungrouping-elements
6a7862f6ca0a3d60fdfc2d47e567c95590d6c63e871c479a8672bfda6a84602b,Wix Editor Request: Horizontal Scrolling on Your Live Site,feature_request,https://support.wix.com/en/article/wix-editor-request-horizontal-scrolling-on-your-live-site
a323743b76cd636eab44a24c2a6a3a011010716cd6c58315431df7b3cf51f1bd,Wix Editor Request: Virtual Tour Feature,feature_request,https://support.wix.com/en/article/wix-editor-request-virtual-tour-feature
bbc20e15e3f121fbf0cbf1d2bb90319854fddb2ae3a9fe52727ac003fc70875d,Wix Events: Setting Up a Payment Method,article,https://support.wix.com/en/article/wix-events-setting-up-a-payment-method
d16a5f0ff415c50b7bb49fbbc5ab56741cbe68638a0c18727b8a08e4ae65a843,Wix Logo: Refund Policy in the Wix Logo Maker,article,https://support.wix.com/en/article/wix-logo-refund-policy-in-the-wix-logo-maker
8ac09d19d6b2ff84917eafaf95ebdd562094a5d58dedd9f9527476ee2f4608f7,Wix Mobile POS Request: Connecting to Wix Bookings,feature_request,https://support.wix.com/en/article/wix-mobile-pos-request-connecting-to-wix-bookings
46d5b42cc9aa6e1ed5e29ed60b1160be8fe76e0e5638af82d376d9ec275ba0d1,Wix Music: Distribution Service Has Ended,article,https://support.wix.com/en/article/wix-music-distribution-service-has-ended
c2895d72d3da8d36e64864cabaddb232b45f0db3231d6ec7595c6f405da3e798,Wix Video: Allowing Others to Embed Your Video on their Site,article,https://support.wix.com/en/article/allowing-others-to-embed-your-video-on-their-site
4d050fa79150ec91f276b792a92c3f75b8790bcbaab39779f9b877461159a856,Choosing the Events You Want Facebook to Track,article,https://support.wix.com/en/article/choosing-the-events-you-want-facebook-to-track
d8f0cd2808c6daafc5ae70a96d4862eaaa7e3540b164a8d60b729ad4aac5d130,Connecting WeChat Pay as a Payment Method (Through Oceanpayment),article,https://support.wix.com/en/article/connecting-wechat-pay-as-a-payment-method-through-oceanpayment
3bf7a917dc05c0abf37c4e2e5aa3895c335ed147ecac45ead21fe92f4236d131,Editor X: Selecting Elements,article,https://support.wix.com/en/article/editor-x-selecting-elements
1e2b45ed7096a96dc2aa4d0906fac71a30c6f43da342cf776d994eaa8259dd06,Email Marketing: Managing Your Campaign,article,https://support.wix.com/en/article/email-marketing-managing-your-campaign
2aafb440281975f6bfd5db9cbd330351606924c2f917cd0f331426a9149bd4bb,Exporting or Embedding Your Wix Site Elsewhere,article,https://support.wix.com/en/article/exporting-or-embedding-your-wix-site-elsewhere
fdae3364818e3eb427af9977833abbd9ade819d0e0653ac801b0d537ed0870e0,Google Workspace: FAQs,article,https://support.wix.com/en/article/google-workspace-faqs
5560b39681ef48ef0d29126d91c97b78d13f4dbd9f0bbd67597c572cf7fd387a,Inviting People to Join Your Site on the Wix Member Apps,article,https://support.wix.com/en/article/inviting-people-to-join-your-site-on-the-wix-member-apps
654d0b04657da19ffe383c91e5fa87688c3f5ed0398a02c50878b8ad10a6b1b5,Pricing Plans Request: Offering Plans in Multiple Languages,feature_request,https://support.wix.com/en/article/pricing-plans-request-offering-plans-in-multiple-languages
08d3a34a9fb21474e227d908d141892bc54d931a82bb2548b4b6f6745bb20c81,Request: Booking Multiple Hotel Rooms Under One Reservation,feature_request,https://support.wix.com/en/article/request-booking-multiple-hotel-rooms-under-one-reservation
48c5d4f0827832b5e188dab576ac9dcc20330c1a005bb56c7842e5ab73a4bfd3,Site Members Request: Changing the Order of Your Member Badges on Your Site,feature_request,https://support.wix.com/en/article/request-changing-the-order-of-your-member-badges-on-your-site
0ddbae3ce5f359bac727b47c2382d690fc9a76d9a28703e473b987b6ea458dc1,Site Members: Adding a Profile Page to Your Members Area,article,https://support.wix.com/en/article/site-members-adding-a-profile-page-to-your-members-area
2505e607b3f35e92758d1e778c0ba1f394e8fa6bf82bfb6efe5753abb60df315,Studio Editor: Adding an HTML iFrame Element,article,https://support.wix.com/en/article/studio-editor-adding-an-html-iframe-element
d64c133a66a7d80bed82cd091e4f3b0d84eef2182690f010f63b09318046c370,Studio Editor: Adding and Customizing Lottie Animation Files,article,https://support.wix.com/en/article/studio-editor-adding-and-customizing-lottie-animation-files
dae18afab041bea56e6ed9a9c1def06c15a3bdde7d7e5e09046dc7e4b1f5a81f,Wix Blog: Enabling or Disabling Expand Mode for Blog Images,article,https://support.wix.com/en/article/wix-blog-enabling-or-disabling-expand-mode-for-blog-images
1bacf5b2182d533cbdc6257bad85aa648f8765888a33fbcdc777ee251d86b78a,Wix Editor Request: Converting Your Site to a Progressive Web Application,feature_request,https://support.wix.com/en/article/wix-editor-request-converting-your-site-to-a-progressive-web-application
a4b469beca47f2cd46c71abae9d57a65d254610f8b3369ffabd914fd8ba178a5,Wix Logo: Redeeming Free Business Cards in the Wix Logo Maker,article,https://support.wix.com/en/article/wix-logo-redeeming-free-business-cards-in-the-wix-logo-maker
9b55f0580da739d7a7b953ff0c365cb491feb3dd7683e175e1e12a8904f730f6,Wix Loyalty Program Request: Assigning Loyalty Points to Customers Who Pay a Wix Invoice,feature_request,https://support.wix.com/en/article/wix-loyalty-program-request-assigning-loyalty-points-to-customers-who-pay-a-wix-invoice
c6f2f90a91d12ee9ff410a5902f53ab6ad94ca75190ab2c36f7607618cffc6be,Wix Restaurants Request: Enabling Customers to Choose a Delivery/Pickup Date Instead of a Specified Time﻿,feature_request,https://support.wix.com/en/article/wix-restaurants-request-enabling-customers-to-choose-a-deliverypickup-date-instead-of-a-specified-time﻿
1e37d7c269f6c5d02282abf2455c0bfd87a6ada1c618046474d64e3db47287a6,Wix Retail POS Request: Generating a Cost of Goods Report,feature_request,https://support.wix.com/en/article/wix-retail-pos-request-generating-a-cost-of-goods-report
a5bfb52a7d86ad0932db8a4ccc59a1fbad82f60e17c86531d37f0b3ba0a69fb1,Wix Stores: Fulfilling Store Orders,article,https://support.wix.com/en/article/wix-stores-fulfilling-store-orders
9e230552c57c597d79764383be9d3e6adbcbff05f4922ee80f5e022d243b236e,Wix Stores POS Request: Wix Point of Sale for Brick & Mortar Stores,feature_request,https://support.wix.com/en/article/wix-stores-pos-request-wix-point-of-sale-for-brick-mortar-stores
e91e20e159c4c9067286e6e0e2633456f5244d328dca215efbe4aca239251d6a,Wix Studio App: Sending Messages from an Inbox,article,https://support.wix.com/en/article/wix-studio-app-sending-messages-from-an-inbox
d490becddf3176bbbc488e6924adadd04dd4b222ede0ba555b666c75fa9b3dfa,About VAT in Ukraine,article,https://support.wix.com/en/article/about-vat-in-ukraine
